person_id,display_name,scholar_id,scholar_id_source_url,scholar_id_verified_at,orcid,homepage_url,notes
person-grande-gutierrez-657b0ef2,Noelia Grande Gutiérrez,HzsuNvEAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-gregory-a0be117c,Kelvin Gregory,vlworSwAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-grossman-4b111234,Ignacio Grossmann,fiZryxEAAAAJ,https://engineering.cmu.edu/directory/bios/grossmann-ignacio.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/grossmann-ignacio.html,Migrated from the legacy map registries; Added from an official CMU directory on 2026-07-17; Merged duplicate registry identity person-ignaciogrossmann-9820240a on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-grover-6fe91ccb,Pulkit Grover,hklOXvkAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-gueye-49522a23,Gueye,AgCgDcUAAAAJ,,,,,Migrated from the legacy map registries; full-name review pending.
person-guidi-4e07793b,Guidi,,,,,,Migrated from the legacy map registries; full-name review pending.
person-haidar-c8674d18,Diana Haidar,,,,,,Verified against an official CMU directory on 2026-07-17.
person-halilaj-4332d0fd,Eni Halilaj,Fr9Vhe4AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-hammal-2113d287,Zakia Hammal,,,,,,Verified against an official CMU directory on 2026-07-17.
person-harper-452dbf2e,Corey Harper,79Ml-9YAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-hartmutgeyer-88f6fd3d,Hartmut Geyer,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-he-26612aee,Bin He,vBhJwrkAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-heard-72bdd1c8,Robert Heard,ZdkogE8AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-hershberger-c26f52a7,Chad Hershberger,,,,,,Verified against an official CMU directory on 2026-07-17.
person-hibshi-a9d6d46a,Hanan Hibshi,6p23pUgAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-hindsbo-4ed0c421,Mark Hindsbo,,,,,,Verified against an official CMU directory on 2026-07-17.
person-hoe-0e4c631b,James C. Hoe,ZnRhcFUAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-howiechoset-b577f971,Howie Choset,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-hpierce-4a52bd4a,HPierce,,,,,,Migrated from the legacy map registries; full-name review pending.
person-indiranair-146b663d,Indira Nair,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-islam-df3e639a,Mohammad Islam,SL5tv4gAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-ismailadabo-7d114005,Ismaila Dabo,rN299m0AAAAJ,https://engineering.cmu.edu/directory/bios/dabo-ismaila.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/dabo-ismaila.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-jackmoffett-7679caf4,Jack Moffett,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-jacobobielak-6e4c752e,Jacobo Bielak,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-jacobson-b7f331d0,Quinn Jacobson,,,,,,Verified against an official CMU directory on 2026-07-17.
person-jamesgarrett-c514e8dd,James Garrett,xE61MGkAAAAJ,https://engineering.cmu.edu/directory/bios/garrett-james.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/garrett-james.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-jamesgoodby-c075bf08,James Goodby,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-jameswschneider-bd0927c3,James W. Schneider,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-jaramillo-d857bcb1,Paulina Jaramillo,lSgFdtIAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-jayan-42e30367,Reeja Jayan,NNSeBe4AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-jayapt-f4e30f86,Jay Apt,YI3ga_EAAAAJ,https://engineering.cmu.edu/directory/bios/apt-jerome.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/apt-jerome.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-jen-b71e73a9,Coty Jen,c8e3DUMAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-jia-ffa798af,Limin Jia,yjJPtE4AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-joeltarr-544325aa,Joel Tarr,WWTfYX0AAAAJ,https://engineering.cmu.edu/directory/bios/tarr-joel.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/tarr-joel.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-joewong-e33a3f98,Carlee Joe-Wong,XEztdZgAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-johngaleotti-37cb2f70,John Galeotti,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-johnson-33f7c17d,Aaron Johnson,GN5Mc3UAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-jones-a6c6f6eb,Trevor Jones,mI7VyEYAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-josephcalandrino-1dc34730,Joseph Calandrino,3rtpD0gAAAAJ,https://engineering.cmu.edu/directory/bios/calandrino-joseph.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/calandrino-joseph.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-josephdecarolis-f63e94ea,Joseph DeCarolis,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-joshi-1d844162,Gauri Joshi,yqIoH34AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-juanchamorro-e7c25e5d,Juan Chamorro,sF_SWEoAAAAJ,https://engineering.cmu.edu/directory/bios/chamorro-juan.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/chamorro-juan.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-kainerstorfer-88fc8b68,Jana Kainerstorfer,QsY8HmEAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-kairu-14ca5b2b,Kairu,,,,,,Migrated from the legacy map registries; full-name review pending.
person-kang-ef35dc6b,Inseung Kang,jcgAPTYAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-kar-bb0538bb,Soummya Kar,Whnmnb0AAAAJ,https://orcid.org/0000-0002-8060-5581,2026-07-17,,https://orcid.org/0000-0002-8060-5581,Verified against an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-kara-4fc3c61d,Levent Burak Kara,_X2eOeQAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-karplus-46bd74eb,Valerie Karplus,dJSe9EUAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-kathleenbieryla-87b2f53e,Kathleen Bieryla,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-kathrynawhitehead-a7cb42d2,Kathryn A. Whitehead,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-kesden-42ff2fee,Greg Kesden,,,,,,Verified against an official CMU directory on 2026-07-17.
person-khair-ccd09f0b,Aditya Khair,PInIkl8AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-kim-9c9e03f8,Hyong Kim,,,,,,Verified against an official CMU directory on 2026-07-17.
person-kirmayer-39a93bbe,Matt Kirmayer,,,,,,Verified against an official CMU directory on 2026-07-17.
person-kitchin-430a3a16,John Kitchin,jD_4h7sAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-koopman-ed56c669,Philip Koopman,DFtapYEAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-krause-077fe444,Amanda Krause,l5EsegcAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-kumar-6287fc1e,Swarun S. Kumar,WfaqxlgAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-kuo-dde7bf19,Cynthia Kuo,,,,,,Verified against an official CMU directory on 2026-07-17.
person-kurchin-659ab807,Rachel Kurchin,CSHe53oAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-kyu-0bc062fa,KYu,wP966k4AAAAJ,,,,,Migrated from the legacy map registries; full-name review pending.
person-laird-31c02e10,Carl Laird,0B3gfuoAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-lamont-5ae4f21b,David Lamont,,,,,,Verified against an official CMU directory on 2026-07-17.
person-laurafulton-50f57109,Laura Fulton,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-lauramccann-e1bf8e0e,Laura McCann,CVcWiqkAAAAJ,https://www.cmu.edu/bme/People/Faculty/profile/lmccann.html,2026-07-17,,https://www.cmu.edu/bme/People/Faculty/profile/lmccann.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-leduc-c67ec102,Philip LeDuc,sLEB9iYAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-lee-6fb6b6ce,Lee,,,,,,Migrated from the legacy map registries; full-name review pending.
person-li-ae1583b9,Qing Li,yafW7KUAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-litster-5e29d877,Shawn Litster,7zUqi1sAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-low-f840046d,Tze Meng Low,hlh0cocAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-lowry-4c51794b,Gregory Lowry,gFZ3W5wAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-lucia-d6b155b6,Brandon Lucia,a9T7i5QAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-luhanga-fe2b0f83,Edith Luhanga,KZ5QmxQAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mai-e114ceea,Ken Mai,-syEyyAAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-majidi-278b8bf0,Carmel Majidi,1LyndUsAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-malen-3652f991,Jonathan Malen,U8r6ir4AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-manuelaveloso-de310b32,Manuela Veloso,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-marceljust-0b02dca4,Marcel Just,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-marchetti-3c4ff8f0,Marchetti,,,,,,Migrated from the legacy map registries; full-name review pending.
person-marijailic-28ba62d6,Marija Ilic,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-markkryder-6d687350,Mark Kryder,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-marksanders-06ad7482,Mark Sanders,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-marom-b1a40905,Noa Marom,iz8reBoAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-matthews-6826d2d7,Deanna Matthews,,,,,,Verified against an official CMU directory on 2026-07-17.
person-mayer-cb8d8bca,Theresa Mayer,-x16PXsAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mccomb-03260969,Christopher McComb,0P9w_S0AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mcgaughey-00e68c73,Alan McGaughey,HmNtygkAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mchenry-35c892fa,Michael McHenry,jtorb88AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mcsharry-6754faff,McSharry,0bg-uVgAAAAJ,,,,,Migrated from the legacy map registries; full-name review pending.
person-mercier-231c4789,Gladys Mercier,,,,,,Verified against an official CMU directory on 2026-07-17.
person-michaeldomach-3f5c4b8e,Michael Domach,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-michaelgriffin-418ad202,Michael Griffin,wqfM31YAAAAJ,https://engineering.cmu.edu/directory/bios/griffin-michael.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/griffin-michael.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-michaelmattarock-eddf8f62,Michael Mattarock,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-michaelmdomach-f0eec98b,Michael M. Domach,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-michalek-7bcce5ed,Jeremy Michalek,92jyX2EAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-miller-f75a088e,David Miller,,,,,,Verified against an official CMU directory on 2026-07-17.
person-mitchellsmall-5efaace7,Mitchell Small,ltRYan0AAAAJ,https://engineering.cmu.edu/directory/bios/small-mitchell.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/small-mitchell.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-mohan-3ebcee91,Mohan,w3_2J7EAAAAJ,,,,,Migrated from the legacy map registries; full-name review pending.
person-montalvo-e3dadb03,Montalvo,,,,,,Migrated from the legacy map registries; full-name review pending.
person-moore-6001adb4,Joe Moore,w4L5vaEAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-moore-b9db8492,Axel Moore,XEMsPO8AAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-morgan-6d24496e,M. Granger Morgan,zQluaMIAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17. Directory name variants: Granger Morgan; M. Granger Morgan.
person-moura-064facc2,José Moura,qoFYHTMAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mugume-30be9721,Edwin Mugume,LMW7_-YAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mukamakuza-cdc4d4f2,Carine Mukamakuza,rVFrmkQAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-mukherjee-a39c3cc5,Tamal Mukherjee,,,,,,Verified against an official CMU directory on 2026-07-17.
person-muller-8255c23a,Nicholas Muller,y_TKscEAAAAJ,https://engineering.cmu.edu/directory/bios/muller-nicholas.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/muller-nicholas.html,Verified against an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-murphy-c40fd480,Melissa Murphy,,,,,,Verified against an official CMU directory on 2026-07-17.
person-myungjhon-172420d3,Myung Jhon,QJ1yWLoAAAAJ,https://engineering.cmu.edu/directory/bios/jhon-myung.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/jhon-myung.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-nace-a633beaa,Bill Nace,,,,,,Verified against an official CMU directory on 2026-07-17.
person-nakahira-b4d4f27c,Yorie Nakahira,jnmyOEYAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-narasimhan-90bae6a9,Priya Narasimhan,qyPWUBcAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-narra-914c4179,Sneha Prabha Narra,LxF27NYAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-nathanwilliams-c39ff2c6,Nathan Williams,,,,,,Added from an official CMU directory on 2026-07-17; Scholar ID unresolved.
person-ndashimye-708e8602,Emmanuel Ndashimye,6y_k3EgAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-ndibwile-7c880838,Jema Ndibwile,tRmAOagAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-negi-90a281dc,Rohit Negi,ppVNXUsAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-niepa-0590e1cc,Tagbo Herman Roland Niepa,aYUS1DkAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17. Directory name variants: Tagbo H.R. Niepa; Tagbo Herman Roland Niepa.
person-niloofarmireshghallah-fcac6b9b,Niloofar Mireshghallah,WUCu45YAAAAJ,https://mireshghallah.github.io/,2026-07-17,,https://mireshghallah.github.io/,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-niyizamwiyitira-a5bb0841,Niyizamwiyitira,7uodSIcAAAAJ,,,,,Migrated from the legacy map registries; full-name review pending.
person-nock-63d8bf3b,Destenie Nock,PSZN_hMAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-o-connor-5200d92d,Thomas O’Connor,asQ8ccIAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-ogoke-7872259f,Francis Ogoke,wtuGC_wAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-ohallaron-7497ec78,OHallaron,738WppcAAAAJ,,,,,Migrated from the legacy map registries; full-name review pending.
person-okeyo-52c5642d,George Okeyo,oyaImDQAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-olexandrisayev-f148dda9,Olexandr Isayev,7ICaR4EAAAAJ,https://olexandrisayev.com/about/,2026-07-18,0000-0001-7581-8497,https://olexandrisayev.com/,Current faculty-controlled site points to 7ICaR4EAAAAJ; older conflicting profile VFCd8N4AAAAJ was not selected.
person-oliviahsu-146849d5,Olivia Hsu,t67CRMYAAAAJ,https://engineering.cmu.edu/directory/bios/hsu-olivia.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/hsu-olivia.html,Added from an official CMU directory on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-ott-7365d9e5,Adrian Ott,,,,,,Verified against an official CMU directory on 2026-07-17.
person-ozdoganlar-a7be9b75,O. Burak Ozdoganlar,F3UFKWMAAAAJ,https://engineering.cmu.edu/directory/bios/ozdoganlar-burak.html,2026-07-17,,https://engineering.cmu.edu/directory/bios/ozdoganlar-burak.html,Verified against an official CMU directory on 2026-07-17; Added from an official CMU directory on 2026-07-17; Merged duplicate registry identity person-oburakozdoganlar-e6585356 on 2026-07-17; Scholar ID verified from a linked public source on 2026-07-17.
person-ozis-873a4383,Fethiye Ozis,,,,,,Verified against an official CMU directory on 2026-07-17.
person-palchesko-804bc94c,Rachelle Palchesko,LyK-4aEAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-panagakos-48889ebe,Panagakos,pk31kMgAAAAJ,,,,,Migrated from the legacy map registries; full-name review pending.
person-panat-b885e071,Rahul Panat,y1-WJhYAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
person-parno-a6e69990,Bryan Parno,kTTBpJkAAAAJ,,,,,Verified against an official CMU directory on 2026-07-17.
